path,sha256,size_bytes
.streamlit/config.toml,7363cc0262be5ee93f5628773cc4b8580f74106fd23fa54dfea605b8f430fb89,520
00_READ_FIRST__ABSOLUTE_LAW.md,3c2cf648083e5bfd0daf825497aa67ca52f1945883b5a1aa5e9cde780027832a,6941
01_PARAMETER_REGISTRY.md,0907b79d5b35353b89b41080e3abfa005db27f9ba0e751bfc45cc80025d334fe,8069
AI_INTEGRATION_PLAYBOOK.yaml,5cc48a139c240f4ecd80438fc0f643284d30646259165e6bc7545fc183bd5904,3969
APPLIED_PATCH_PACKAGES_MANIFEST.json,ac5f9a11dfcdba557fd21a5e4401ab3ab536572d2347bff8eaebae496f0353f4,4416
APPLIED_PATCH_PACKAGES_MANIFEST_stage1.json,822afcc1eaf5cc894fa27fdc0290f1dd3ef44cd90893ac8664ba3a1894220150,3188
BUILDLOG.txt,6d384a84d7fc9b81115252dc159ddeaf2407319d137578c7c90c11a5599a1d47,915
BUILD_INFO_LATEST.txt,2aad4999d47aba7e438f8e70871c4badda0243a4941483ce31af6cd135241ce3,50
BUILD_INFO_PneumoApp_v6_66.txt,de94c9fee26d976b664a1385bd00360585277f4e9e63a1f6d520eac8b26a0bf2,910
BUILD_INFO_PneumoApp_v6_67.txt,5d3efc42f4bf8ae60a8caa68c2470ed9307a9a54cd949d4704dc12cde5d25cec,318
BUILD_INFO_PneumoApp_v6_71.txt,fa4aeb6a5c98ce4d163a06537a445b219bde6f6422a0e1f5d0338fd44e1e8e2e,1246
BUILD_INFO_PneumoApp_v6_72.txt,f96c7f1d7303528cdcb48c73e0753731766ad857913c75e8922b95190de15fe7,1760
BUILD_INFO_PneumoApp_v6_73.txt,2546e1c7735678a501b766c02f6f00bf6b27e3ef46454daec22b896501c8afa2,1035
BUILD_INFO_PneumoApp_v6_76.txt,801100b87086b39fb005b645f3f7d58c83f4d92c8714b50b5b1f2b0bf7c40b74,1415
BUILD_INFO_PneumoApp_v6_77.txt,97006e4b558da602a3936860e02004470c1295eafa88f58181d43192e685842c,1384
BUILD_INFO_PneumoApp_v6_79.txt,b2d823fe2af80d895397219246dd59961f7fddc404d4d443668b3ea93a23e54e,926
BUILD_INFO_PneumoApp_v6_80.txt,c82fb34bec881a8353dbbbc964276d662eb0f5f1540e216621423bbfcaab6573,979
BUILD_INFO_PneumoApp_v6_80_R115.txt,334ffbea2a87a3dfc73e13be3006f8950cb2eb5ace8fc07ea68f2227b85535af,1238
BUILD_INFO_PneumoApp_v6_80_R147.txt,56071d03d7640772582e66166a4dc76de09ccdaed3309e41a2926e8543167bea,245
BUILD_INFO_PneumoApp_v6_80_R148.txt,611f44ea25f34800b9f826f66bc03becc5bc411d8d433c3a4538eb6e3d8e5c5e,297
BUILD_INFO_PneumoApp_v6_80_R149.txt,03246be56d9100909a7eec75617d1bd5faad520a62f1df44aeef98f0b2cde95a,386
BUILD_INFO_PneumoApp_v6_80_R153.txt,cfe6ea02c176e0eabba17f2f30fa31fe1120ab69f3884ac230ef793c72cf5e05,611
BUILD_INFO_PneumoApp_v6_80_R157.txt,3743435b56794427911b88a3f2765ac3dcb780f2515a69313307ef891f8b73fe,1003
BUILD_INFO_PneumoApp_v6_80_R167.txt,d5b25e2e307f4ba245f887170e1527e0fe1582060556b2a907d4d98120250bef,1057
BUILD_INFO_PneumoApp_v6_80_R168.txt,21d524eafc907b9b4d7a6cadd392590b4798aa53eb77b8bab1ff2d5229ce3b88,480
BUILD_INFO_PneumoApp_v6_80_R169.txt,a9013f235b86fd1e124105874d35b8dba6175f0c7824e5daed41f9ab6b995206,350
BUILD_INFO_PneumoApp_v6_80_R176_WINDOWS_CLEAN_R24_2026-03-20.txt,b1c9452f7cc216c69d610a54cb1d37acf8443a6991aa51bc15fa89bd85f84675,71
BUILD_INFO_PneumoApp_v6_80_R176_WINDOWS_CLEAN_R25_2026-03-20.txt,46da4796deb7b9b1aeb5bd9c26e32a47e29484b834cfcebb0f986c4544f76796,56
BUILD_INFO_v6_49.txt,59ceefab76c9155dbaf169ec407781a7e4e89cd4fff3d7a97582293812ccc1f1,595
BUILD_INFO_v6_50.txt,b38b3fc4452611d5de515d13db8bed7fa431ff5584965d7fa70f3cc2178dd12c,851
BUILD_INFO_v6_51.txt,f8e4324bc5d78917fc33a9dc22dd6dabe0f75a5e6264d4399ad36bb19c893d98,1228
BUILD_INFO_v6_52.txt,dbe821ef35d85cdb94f62c27b0610dd127565dcc87f17426a6ace421373ab0df,817
BUILD_INFO_v6_53.txt,c3417dead8412074ffcc5788b200df7c454f220f9bc05862c29a5f61d1e37e81,961
BUILD_INFO_v6_54.txt,6370ff463ca3d6fceb6d898af13264fd5280da54a3e390bb3d01fe25fe7dd38e,1556
BUILD_INFO_v6_55.txt,5aee509f039c62e96c809733a21018ddf58fc3cedaa34d9f3f0973023ac36920,1189
BUILD_INFO_v6_56.txt,a9a1107e44f360c7bb0a090a18a7b12dc0223060cdd5e00c3580082e94127757,1703
BUILD_INFO_v6_57.txt,b84316a312ffe96bdfce5d9db91c5a5d955d84f6e26fb105070e82b20d54260c,1852
BUILD_INFO_v6_58.txt,38f7c8abf6063df88b69f25b44b8ee299239a4efecccf1bc0fa5712dcdfdec95,1170
BUILD_INFO_v6_59.txt,8dcced0b54490037cc5134069113fbfe8e38ddaf2469f2bab6d76be92a3a7f41,800
BUILD_INFO_v6_60.txt,37caf36f79fbe5cae50a1c2ce00eb27e582e224667dc6730322b19f7faa511ca,1345
BUILD_INFO_v6_61.txt,d2e61ddef4d837f4c86d1bb7de344f71f9f58b2d71dd60d1598b01000cf4230c,316
BUILD_INFO_v6_62.txt,97fe72e92961dfe3ef8d36a4879de2223f08e57b8f0f87af4635f8ad9e88bee8,1428
CHANGED_FILES_R31A_2026-03-22.txt,555def1e25c75bf01c09b4305d51085d67e66021bc74a60724d71f8b80733c8d,104
CHANGED_FILES_R31B_2026-03-22.txt,42d2cb9a2f23b54bacc260ba7d8cbfac3375d13b7c8a274d4d8cc6cf36f53dc8,566
CHANGED_FILES_R31D_2026-03-22.txt,8c6b4e7a8e8885fc02f3ed657f248538e6868027ee2012eed953af7a240014bf,414
CHANGED_FILES_R31F_2026-03-22.txt,02ac6da22e5abe909ee7b0efbb7d413d1718f7aafa18d6ee9534e24ae8fdc59c,245
CHANGED_FILES_R31G_2026-03-22.txt,75824fe56ffe66d47341547c77de8400547bfd1410343524138ccfc37184b25d,712
CHANGELOG.md,08f8e885a1e447ed45e22e0d38034946ac7a54417c8216f27dd33845385dac57,5878
DATA_CONTRACT_UNIFIED_KEYS.md,31035e6223c1688317af5c358c6bdd520ebcd7f3fe897e663d125a46df91e26f,28084
DOCS_SOURCES/PROJECT_CONTEXT_GOOGLE_DRIVE_LINKS.md,a56b5f2a666e7741e876d0949419588873b26664212cb22299a043bb98af0768,533
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R010__README_RELEASE_Animatsiya680R010.md,6f2379c3e89db8824437ffacb51671d44395e49a09d980bb72dc50c6fda62984,3251
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R010__README_RELEASE_INTERFEYS_V680R02.md,a7024008482ad9b0ac11a1b986ac6578c8cc74f28860b069b8de1111e6a5423b,6887
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R010__README_RELEASE_INTERFEYS_V680R04.md,07745107185be43fb9940157b7d2443a836d363b3e7cf8cf83743c562b7844e0,4890
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R010__README_RELEASE_INTERFEYS_V680R11.md,20cf311c668addd366e9d08f868c2df11a7ee8a4f20dd1f9616803877e86ae56,7684
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R010__README_RELEASE_INTERFEYS_V680R12.md,64f93140dc6e016123bf8733b3497fc92a4ddff695322a1ae3211f84f0929951,4515
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R010__README_RELEASE_INTERFEYS_V680R13.md,46dd2c993523aabe9299eca4407eac75796f2a2a212886758b3d42e15d92e396,2651
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R010__README_RELEASE_INTERFEYS_V680R14.md,a10ff1a90cb32ce055e08ba15f051ffe3f5480bb890ecae9046c78f058188a38,4245
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_Animatsiya680R010.md,6f2379c3e89db8824437ffacb51671d44395e49a09d980bb72dc50c6fda62984,3251
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_Animatsiya680R011.md,65bf77d220b4dc52dbd0d2ceab4e1926777efb2e1623ff543a0a3bebc0048304,4471
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_Animatsiya680R012.md,ecc4693422b258df2c703e9a7f9796226528169a306fc4cfa960df00bc5791c2,4632
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_Animatsiya680R013.md,c86c2df0910d8968ab02827822a9ec18ea96e188c7708296dbcf03663bf7441a,2508
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_Animatsiya680R015.md,6d7eee523e8d81eb55682dbbf1967612c8112dbf8d96f3b33bc4ace8face7d44,5580
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_INTERFEYS_V680R02.md,a7024008482ad9b0ac11a1b986ac6578c8cc74f28860b069b8de1111e6a5423b,6887
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_INTERFEYS_V680R04.md,07745107185be43fb9940157b7d2443a836d363b3e7cf8cf83743c562b7844e0,4890
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_INTERFEYS_V680R11.md,20cf311c668addd366e9d08f868c2df11a7ee8a4f20dd1f9616803877e86ae56,7684
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_INTERFEYS_V680R12.md,64f93140dc6e016123bf8733b3497fc92a4ddff695322a1ae3211f84f0929951,4515
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_INTERFEYS_V680R13.md,46dd2c993523aabe9299eca4407eac75796f2a2a212886758b3d42e15d92e396,2651
DOCS_SOURCES/RELEASE_READMES/Animatsiya680R015_patched_shared_venv__README_RELEASE_INTERFEYS_V680R14.md,a10ff1a90cb32ce055e08ba15f051ffe3f5480bb890ecae9046c78f058188a38,4245
HASH_MANIFEST_LATEST.csv,8bcbb09a6b74ba3fb01e00270e2e208f0cf77d02c66a24836899d57e2ce09137,105776
HASH_MANIFEST_LATEST.csv.sha256,f098659b0a6f6e94b166b5f9cc2b0e770b4d061a0ab75a00a5360de081a1d6f9,91
HASH_MANIFEST_LATEST.txt,223f9c096575b16f5d77968aab966be584eb4b0bc51145c1e88fc8df8397fbca,29
HASH_MANIFEST_PneumoApp_v6_53.sha256,9a6b13ad36a270c6cc180c187db54cb5e6f00b88dfba58b5c8f42f23ba526ae9,79573
HASH_MANIFEST_PneumoApp_v6_54.sha256,2b75b26080a0a7984b3afec5e83c21caa18bda8d38f17193a6f86b23dcb1f3ac,80585
HASH_MANIFEST_PneumoApp_v6_56.sha256,938bce9a645a78ce9b20fd497d89eba193c7395f80ed9ecb228d819c4877b146,79037
HASH_MANIFEST_PneumoApp_v6_57.sha256,a91243b389c99ace794a561b5d84a0f1313f02d193282a209dd5528e401f3d82,124566
HASH_MANIFEST_PneumoApp_v6_66.sha256,681f0ff30e04526b01763de045bf863c2386e8667e9cca20d086c7308de7f08a,81729
HASH_MANIFEST_PneumoApp_v6_67.sha256,940b4ba43aea07f9d626e4436e5a848d74b9f7f07da7117441a8fe254e3a2d75,81683
HASH_MANIFEST_PneumoApp_v6_71.sha256,660c82399218d1da3cc9c82ea5dc87af558bb5c24e842eb0ab0e6f7e7eeb66da,98614
HASH_MANIFEST_PneumoApp_v6_72.sha256,330e654538c463d4549a59a9ef5a26ec4a958889ccb1f7fd851575ad66c06ffd,141998
HASH_MANIFEST_PneumoApp_v6_73.sha256,e56a82379004c19a960fd75f23a8cb26123508cea8b43d3a6f9e2315344360f4,100467
HASH_MANIFEST_PneumoApp_v6_76.sha256,6f5cd6adacdeae102fb6bb39acc0d579518c8d83980f171ed23bfc11f99b4f63,101859
HASH_MANIFEST_PneumoApp_v6_77.sha256,9964fd1ca61844fd352863db9bb5168a8b525ebf788e7aad3d13e631b8bda42b,102319
HASH_MANIFEST_PneumoApp_v6_79.sha256,61393dd53b95334809fd9d76b9ebc1ae0e84fdd4932ae78dc859c462fbcfec8e,808
HASH_MANIFEST_R31A_2026-03-22.csv,091c4e4de7da2e1a73d2d3977f4f4e703611010ebe546d22848d3b72b4a9da40,315
HASH_MANIFEST_R31B_2026-03-22.csv,41c15e99543d2ab1bbc87e5627afaebdaad0c83f2f49f27b084f7aba9bb749ba,112156
HASH_MANIFEST_R31G_2026-03-22.csv,c6eec33dc20b36d221707f71f5a6b73622cd5643e6ebdc14563ae71608b81297,8269
HASH_MANIFEST_v6_79.csv,518c9620d99db050f15e86ee5e31c4a8d1dee5dbd47d4745680f73eb3f0ba01d,115214
HASH_MANIFEST_v6_80.csv,8bcbb09a6b74ba3fb01e00270e2e208f0cf77d02c66a24836899d57e2ce09137,105776
HASH_MANIFEST_v6_80.csv.sha256,06e149b6759c12692553d1245a1ed71f6678973da646a55ac2cb903a5a1a27cc,90
HASH_MANIFEST_v6_80_R115.csv,eb7d34dd36512bbb426b3cdb9468ba14730d747454b498ea3f271b1da7cbe33e,146484
HASH_MANIFEST_v6_80_R142.csv,8bcbb09a6b74ba3fb01e00270e2e208f0cf77d02c66a24836899d57e2ce09137,105776
HASH_MANIFEST_v6_80_R142.csv.sha256,021511d275bce17a813e52c99f8b4dc047f0fc3fb64496227ead3d4fc112c70e,95
PATCH_NOTES_v6_72.md,445efd0f4254d3e930f0246ead939ff192b6b7831a01afa4dbe998472655a8a1,1347
PATCH_NOTES_v6_73.md,e277e43e30b03c297418146a0d7b01035cf847e9720153aa096c0804ce15fa58,988
PYCHECKS_R31G_2026-03-22.log,36d82ebad20ac2c8c24700c556a9a13d195a446958174d7a532573611065bdfd,30
PYTEST_FULL_R31B_2026-03-22.log,594247ea2cbdc807a0095f06bcd67290dd56f2b6dfaa0785b992d015fd3fb4d5,31222
